face/cmu_0000.pgm 1 0 0 18 18
face/cmu_0001.pgm 1 0 0 18 18
face/cmu_0002.pgm 1 0 0 18 18
face/cmu_0003.pgm 1 0 0 18 18
face/cmu_0004.pgm 1 0 0 18 18
face/cmu_0005.pgm 1 0 0 18 18
face/cmu_0006.pgm 1 0 0 18 18
face/cmu_0007.pgm 1 0 0 18 18
face/cmu_0008.pgm 1 0 0 18 18
face/cmu_0009.pgm 1 0 0 18 18
face/cmu_0010.pgm 1 0 0 18 18
face/cmu_0011.pgm 1 0 0 18 18
face/cmu_0012.pgm 1 0 0 18 18
face/cmu_0013.pgm 1 0 0 18 18
face/cmu_0014.pgm 1 0 0 18 18
face/cmu_0015.pgm 1 0 0 18 18
face/cmu_0016.pgm 1 0 0 18 18
face/cmu_0017.pgm 1 0 0 18 18
face/cmu_0018.pgm 1 0 0 18 18
face/cmu_0019.pgm 1 0 0 18 18
face/cmu_0020.pgm 1 0 0 18 18
face/cmu_0021.pgm 1 0 0 18 18
face/cmu_0022.pgm 1 0 0 18 18
face/cmu_0023.pgm 1 0 0 18 18
face/cmu_0024.pgm 1 0 0 18 18
face/cmu_0025.pgm 1 0 0 18 18
face/cmu_0026.pgm 1 0 0 18 18
face/cmu_0027.pgm 1 0 0 18 18
face/cmu_0028.pgm 1 0 0 18 18
face/cmu_0029.pgm 1 0 0 18 18
face/cmu_0030.pgm 1 0 0 18 18
face/cmu_0031.pgm 1 0 0 18 18
face/cmu_0032.pgm 1 0 0 18 18
face/cmu_0033.pgm 1 0 0 18 18
face/cmu_0034.pgm 1 0 0 18 18
face/cmu_0035.pgm 1 0 0 18 18
face/cmu_0036.pgm 1 0 0 18 18
face/cmu_0037.pgm 1 0 0 18 18
face/cmu_0038.pgm 1 0 0 18 18
face/cmu_0039.pgm 1 0 0 18 18
face/cmu_0040.pgm 1 0 0 18 18
face/cmu_0041.pgm 1 0 0 18 18
face/cmu_0042.pgm 1 0 0 18 18
face/cmu_0043.pgm 1 0 0 18 18
face/cmu_0044.pgm 1 0 0 18 18
face/cmu_0045.pgm 1 0 0 18 18
face/cmu_0046.pgm 1 0 0 18 18
face/cmu_0047.pgm 1 0 0 18 18
face/cmu_0048.pgm 1 0 0 18 18
face/cmu_0049.pgm 1 0 0 18 18
face/cmu_0050.pgm 1 0 0 18 18
face/cmu_0051.pgm 1 0 0 18 18
face/cmu_0052.pgm 1 0 0 18 18
face/cmu_0053.pgm 1 0 0 18 18
face/cmu_0054.pgm 1 0 0 18 18
face/cmu_0055.pgm 1 0 0 18 18
face/cmu_0056.pgm 1 0 0 18 18
face/cmu_0057.pgm 1 0 0 18 18
face/cmu_0058.pgm 1 0 0 18 18
face/cmu_0059.pgm 1 0 0 18 18
face/cmu_0060.pgm 1 0 0 18 18
face/cmu_0061.pgm 1 0 0 18 18
face/cmu_0062.pgm 1 0 0 18 18
face/cmu_0063.pgm 1 0 0 18 18
face/cmu_0064.pgm 1 0 0 18 18
face/cmu_0065.pgm 1 0 0 18 18
face/cmu_0066.pgm 1 0 0 18 18
face/cmu_0067.pgm 1 0 0 18 18
face/cmu_0068.pgm 1 0 0 18 18
